x1 time x2 v(/vin) x3 v(/vout)
Step Information:
 5.10151783e-03  5.10151783e-03  5.10151783e-03  5.63121898e+00  5.10151783e-03  5.29136368e+00 
 5.16551783e-03  5.16551783e-03  5.16551783e-03  5.57961501e+00  5.16551783e-03  5.27464084e+00 
 5.22951783e-03  5.22951783e-03  5.22951783e-03  5.52476311e+00  5.22951783e-03  5.25787985e+00 
 5.29351783e-03  5.29351783e-03  5.29351783e-03  5.46669522e+00  5.29351783e-03  5.24112398e+00 
 5.35751783e-03  5.35751783e-03  5.35751783e-03  5.40544515e+00  5.35751783e-03  5.22439771e+00 
 5.42151783e-03  5.42151783e-03  5.42151783e-03  5.34104854e+00  5.42151783e-03  5.20771381e+00 
 5.48551783e-03  5.48551783e-03  5.48551783e-03  5.27354288e+00  5.48551783e-03  5.19107842e+00 
 5.54951783e-03  5.54951783e-03  5.54951783e-03  5.20296747e+00  5.54951783e-03  5.17449424e+00 
 5.61351783e-03  5.61351783e-03  5.61351783e-03  5.12936338e+00  5.61351783e-03  5.15796230e+00 
 5.67751783e-03  5.67751783e-03  5.67751783e-03  5.05277347e+00  5.67751783e-03  5.14148292e+00 
 5.74151783e-03  5.74151783e-03  5.74151783e-03  4.97324231e+00  5.74151783e-03  5.12505610e+00 
 5.80551783e-03  5.80551783e-03  5.80551783e-03  4.89081621e+00  5.80551783e-03  5.10868173e+00 
 5.86951783e-03  5.86951783e-03  5.86951783e-03  4.80554314e+00  5.86951783e-03  5.09235967e+00 
 5.93351783e-03  5.93351783e-03  5.93351783e-03  4.71747274e+00  5.93351783e-03  5.07608976e+00 
 5.99751783e-03  5.99751783e-03  5.99751783e-03  4.62665628e+00  5.99751783e-03  5.05987182e+00 
 6.06151783e-03  6.06151783e-03  6.06151783e-03  4.53314661e+00  6.06151783e-03  5.04370570e+00 
 6.12551783e-03  6.12551783e-03  6.12551783e-03  4.43699819e+00  6.12551783e-03  5.02759122e+00 
 6.18951783e-03  6.18951783e-03  6.18951783e-03  4.33826696e+00  6.18951783e-03  5.01152823e+00 
 6.25351783e-03  6.25351783e-03  6.25351783e-03  4.23701041e+00  6.25351783e-03  4.99551656e+00 
 6.31751783e-03  6.31751783e-03  6.31751783e-03  4.13328748e+00  6.31751783e-03  4.97955604e+00 
 6.38151783e-03  6.38151783e-03  6.38151783e-03  4.02715854e+00  6.38151783e-03  4.96364652e+00 
 6.44551783e-03  6.44551783e-03  6.44551783e-03  3.91868537e+00  6.44551783e-03  4.94778782e+00 
 6.50951783e-03  6.50951783e-03  6.50951783e-03  3.80793111e+00  6.50951783e-03  4.93197979e+00 
 6.57351783e-03  6.57351783e-03  6.57351783e-03  3.69496025e+00  6.57351783e-03  4.91622227e+00 
 6.63751783e-03  6.63751783e-03  6.63751783e-03  3.57983852e+00  6.63751783e-03  4.90051509e+00 
 6.70151783e-03  6.70151783e-03  6.70151783e-03  3.46263296e+00  6.70151783e-03  4.88485810e+00 
 6.76551783e-03  6.76551783e-03  6.76551783e-03  3.34341178e+00  6.76551783e-03  4.86925112e+00 
 6.82951783e-03  6.82951783e-03  6.82951783e-03  3.22224439e+00  6.82951783e-03  4.85369401e+00 
 6.89351783e-03  6.89351783e-03  6.89351783e-03  3.09920131e+00  6.89351783e-03  4.83818660e+00 
 6.95751783e-03  6.95751783e-03  6.95751783e-03  2.97435417e+00  6.95751783e-03  4.82272874e+00 
 7.02151783e-03  7.02151783e-03  7.02151783e-03  2.84777565e+00  7.02151783e-03  4.80732026e+00 
 7.08551783e-03  7.08551783e-03  7.08551783e-03  2.71953943e+00  7.08551783e-03  4.79196102e+00 
 7.14951783e-03  7.14951783e-03  7.14951783e-03  2.58972014e+00  7.14951783e-03  4.77665084e+00 
 7.21351783e-03  7.21351783e-03  7.21351783e-03  2.45839337e+00  7.21351783e-03  4.76138958e+00 
 7.27751783e-03  7.27751783e-03  7.27751783e-03  2.32563556e+00  7.27751783e-03  4.74617708e+00 
 7.34151783e-03  7.34151783e-03  7.34151783e-03  2.19152398e+00  7.34151783e-03  4.73101318e+00 
 7.40551783e-03  7.40551783e-03  7.40551783e-03  2.05613671e+00  7.40551783e-03  4.71589772e+00 
 7.46951783e-03  7.46951783e-03  7.46951783e-03  1.91955255e+00  7.46951783e-03  4.70083056e+00 
 7.53351783e-03  7.53351783e-03  7.53351783e-03  1.78185101e+00  7.53351783e-03  4.68581154e+00 
 7.59751783e-03  7.59751783e-03  7.59751783e-03  1.64311224e+00  7.59751783e-03  4.67084050e+00 
 7.66151783e-03  7.66151783e-03  7.66151783e-03  1.50341701e+00  7.66151783e-03  4.65591730e+00 
 7.72551783e-03  7.72551783e-03  7.72551783e-03  1.36284664e+00  7.72551783e-03  4.64104177e+00 
 7.78951783e-03  7.78951783e-03  7.78951783e-03  1.22148294e+00  7.78951783e-03  4.62621377e+00 
 7.85351783e-03  7.85351783e-03  7.85351783e-03  1.07940822e+00  7.85351783e-03  4.61143314e+00 
 7.91751783e-03  7.91751783e-03  7.91751783e-03  9.36705165e-01  7.91751783e-03  4.59669973e+00 
 7.98151783e-03  7.98151783e-03  7.98151783e-03  7.93456851e-01  7.98151783e-03  4.58201340e+00 
 8.04551783e-03  8.04551783e-03  8.04551783e-03  6.49746662e-01  8.04551783e-03  4.56737399e+00 
 8.10951783e-03  8.10951783e-03  8.10951783e-03  5.05658253e-01  8.10951783e-03  4.55278135e+00 
 8.17351783e-03  8.17351783e-03  8.17351783e-03  3.61275497e-01  8.17351783e-03  4.53823534e+00 
 8.23751783e-03  8.23751783e-03  8.23751783e-03  2.16682441e-01  8.23751783e-03  4.52373579e+00 
 8.30151783e-03  8.30151783e-03  8.30151783e-03  7.19632535e-02  8.30151783e-03  4.50928257e+00 
 8.36551783e-03  8.36551783e-03  8.36551783e-03 -7.27978244e-02  8.36551783e-03  4.49487553e+00 
 8.42951783e-03  8.42951783e-03  8.42951783e-03 -2.17516526e-01  8.42951783e-03  4.48051452e+00 
 8.49351783e-03  8.49351783e-03  8.49351783e-03 -3.62108611e-01  8.49351783e-03  4.46619939e+00 
 8.55751783e-03  8.55751783e-03  8.55751783e-03 -5.06489910e-01  8.55751783e-03  4.45193000e+00 
 8.62151783e-03  8.62151783e-03  8.62151783e-03 -6.50576379e-01  8.62151783e-03  4.43770620e+00 
 8.68551783e-03  8.68551783e-03  8.68551783e-03 -7.94284145e-01  8.68551783e-03  4.42352784e+00 
 8.74951783e-03  8.74951783e-03  8.74951783e-03 -9.37529554e-01  8.74951783e-03  4.40939478e+00 
 8.81351783e-03  8.81351783e-03  8.81351783e-03 -1.08022922e+00  8.81351783e-03  4.39530687e+00 
 8.87751783e-03  8.87751783e-03  8.87751783e-03 -1.22230008e+00  8.87751783e-03  4.38126397e+00 
 8.94151783e-03  8.94151783e-03  8.94151783e-03 -1.36365944e+00  8.94151783e-03  4.36726594e+00 
 9.00551783e-03  9.00551783e-03  9.00551783e-03 -1.50422500e+00  9.00551783e-03  4.35331263e+00 
 9.06951783e-03  9.06951783e-03  9.06951783e-03 -1.64391495e+00  9.06951783e-03  4.33940391e+00 
 9.13351783e-03  9.13351783e-03  9.13351783e-03 -1.78264797e+00  9.13351783e-03  4.32553962e+00 
 9.19751783e-03  9.19751783e-03  9.19751783e-03 -1.92034329e+00  9.19751783e-03  4.31171962e+00 
 9.26151783e-03  9.26151783e-03  9.26151783e-03 -2.05692078e+00  9.26151783e-03  4.29794378e+00 
 9.32551783e-03  9.32551783e-03  9.32551783e-03 -2.19230092e+00  9.32551783e-03  4.28421195e+00 
 9.38951783e-03  9.38951783e-03  9.38951783e-03 -2.32640492e+00  9.38951783e-03  4.27052400e+00 
 9.45351783e-03  9.45351783e-03  9.45351783e-03 -2.45915470e+00  9.45351783e-03  4.25687978e+00 
 9.51751783e-03  9.51751783e-03  9.51751783e-03 -2.59047300e+00  9.51751783e-03  4.24327914e+00 
 9.58151783e-03  9.58151783e-03  9.58151783e-03 -2.72028337e+00  9.58151783e-03  4.22972197e+00 
 9.64551783e-03  9.64551783e-03  9.64551783e-03 -2.84851026e+00  9.64551783e-03  4.21620810e+00 
 9.70951783e-03  9.70951783e-03  9.70951783e-03 -2.97507901e+00  9.70951783e-03  4.20273742e+00 
 9.77351783e-03  9.77351783e-03  9.77351783e-03 -3.09991595e+00  9.77351783e-03  4.18930977e+00 
 9.83751783e-03  9.83751783e-03  9.83751783e-03 -3.22294842e+00  9.83751783e-03  4.17592502e+00 
 9.90151783e-03  9.90151783e-03  9.90151783e-03 -3.34410479e+00  9.90151783e-03  4.16258304e+00 
 9.96551783e-03  9.96551783e-03  9.96551783e-03 -3.46331455e+00  9.96551783e-03  4.14928368e+00 
 1.00295178e-02  1.00295178e-02  1.00295178e-02 -3.58050829e+00  1.00295178e-02  4.13602681e+00 
 1.00935178e-02  1.00935178e-02  1.00935178e-02 -3.69561780e+00  1.00935178e-02  4.12281230e+00 
 1.01575178e-02  1.01575178e-02  1.01575178e-02 -3.80857608e+00  1.01575178e-02  4.10964001e+00 
 1.02215178e-02  1.02215178e-02  1.02215178e-02 -3.91931736e+00  1.02215178e-02  4.09650980e+00 
 1.02855178e-02  1.02855178e-02  1.02855178e-02 -4.02777720e+00  1.02855178e-02  4.08342154e+00 
 1.03495178e-02  1.03495178e-02  1.03495178e-02 -4.13389244e+00  1.03495178e-02  4.07037510e+00 
 1.04135178e-02  1.04135178e-02  1.04135178e-02 -4.23760133e+00  1.04135178e-02  4.05737034e+00 
 1.04775178e-02  1.04775178e-02  1.04775178e-02 -4.33884348e+00  1.04775178e-02  4.04440713e+00 
 1.05415178e-02  1.05415178e-02  1.05415178e-02 -4.43755998e+00  1.05415178e-02  4.03148534e+00 
 1.06055178e-02  1.06055178e-02  1.06055178e-02 -4.53369335e+00  1.06055178e-02  4.01860483e+00 
 1.06695178e-02  1.06695178e-02  1.06695178e-02 -4.62718764e+00  1.06695178e-02  4.00576548e+00 
 1.07335178e-02  1.07335178e-02  1.07335178e-02 -4.71798842e+00  1.07335178e-02  3.99296714e+00 
 1.07975178e-02  1.07975178e-02  1.07975178e-02 -4.80604284e+00  1.07975178e-02  3.98020970e+00 
 1.08615178e-02  1.08615178e-02  1.08615178e-02 -4.89129964e+00  1.08615178e-02  3.96749302e+00 
 1.09255178e-02  1.09255178e-02  1.09255178e-02 -4.97370919e+00  1.09255178e-02  3.95481696e+00 
 1.09895178e-02  1.09895178e-02  1.09895178e-02 -5.05322352e+00  1.09895178e-02  3.94218140e+00 
 1.10535178e-02  1.10535178e-02  1.10535178e-02 -5.12979634e+00  1.10535178e-02  3.92958622e+00 
 1.11175178e-02  1.11175178e-02  1.11175178e-02 -5.20338309e+00  1.11175178e-02  3.91703127e+00 
 1.11815178e-02  1.11815178e-02  1.11815178e-02 -5.27394092e+00  1.11815178e-02  3.90451644e+00 
 1.12455178e-02  1.12455178e-02  1.12455178e-02 -5.34142876e+00  1.12455178e-02  3.89204159e+00 
 1.13095178e-02  1.13095178e-02  1.13095178e-02 -5.40580734e+00  1.13095178e-02  3.87960660e+00 
 1.13735178e-02  1.13735178e-02  1.13735178e-02 -5.46703917e+00  1.13735178e-02  3.86721134e+00 
 1.14375178e-02  1.14375178e-02  1.14375178e-02 -5.52508860e+00  1.14375178e-02  3.85485568e+00 
 1.15015178e-02  1.15015178e-02  1.15015178e-02 -5.57992186e+00  1.15015178e-02  3.84253950e+00 
 1.15655178e-02  1.15655178e-02  1.15655178e-02 -5.63150702e+00  1.15655178e-02  3.83026266e+00 
 1.16295178e-02  1.16295178e-02  1.16295178e-02 -5.67981406e+00  1.16295178e-02  3.81802505e+00 
 1.16935178e-02  1.16935178e-02  1.16935178e-02 -5.72481484e+00  1.16935178e-02  3.80582654e+00 
 1.17575178e-02  1.17575178e-02  1.17575178e-02 -5.76648319e+00  1.17575178e-02  3.79366700e+00 
 1.18215178e-02  1.18215178e-02  1.18215178e-02 -5.80479484e+00  1.18215178e-02  3.78154632e+00 
 1.18855178e-02  1.18855178e-02  1.18855178e-02 -5.83972749e+00  1.18855178e-02  3.76946435e+00 
 1.19495178e-02  1.19495178e-02  1.19495178e-02 -5.87126081e+00  1.19495178e-02  3.75742099e+00 
 1.20135178e-02  1.20135178e-02  1.20135178e-02 -5.89937643e+00  1.20135178e-02  3.74541611e+00 
 1.20775178e-02  1.20775178e-02  1.20775178e-02 -5.92405801e+00  1.20775178e-02  3.73344958e+00 
 1.21415178e-02  1.21415178e-02  1.21415178e-02 -5.94529116e+00  1.21415178e-02  3.72152128e+00 
 1.22055178e-02  1.22055178e-02  1.22055178e-02 -5.96306353e+00  1.22055178e-02  3.70963110e+00 
 1.22695178e-02  1.22695178e-02  1.22695178e-02 -5.97736477e+00  1.22695178e-02  3.69777890e+00 
 1.23335178e-02  1.23335178e-02  1.23335178e-02 -5.98818656e+00  1.23335178e-02  3.68596457e+00 
 1.23975178e-02  1.23975178e-02  1.23975178e-02 -5.99552260e+00  1.23975178e-02  3.67418799e+00 
 1.24615178e-02  1.24615178e-02  1.24615178e-02 -5.99936861e+00  1.24615178e-02  3.66244903e+00 
 1.25255178e-02  1.25255178e-02  1.25255178e-02 -5.99972237e+00  1.25255178e-02  3.65074758e+00 
 1.25895178e-02  1.25895178e-02  1.25895178e-02 -5.99658366e+00  1.25895178e-02  3.63908351e+00 
 1.26535178e-02  1.26535178e-02  1.26535178e-02 -5.98995431e+00  1.26535178e-02  3.62745671e+00 
 1.27175178e-02  1.27175178e-02  1.27175178e-02 -5.97983818e+00  1.27175178e-02  3.61586706e+00 
 1.27815178e-02  1.27815178e-02  1.27815178e-02 -5.96624115e+00  1.27815178e-02  3.60431443e+00 
 1.28455178e-02  1.28455178e-02  1.28455178e-02 -5.94917115e+00  1.28455178e-02  3.59279872e+00 
 1.29095178e-02  1.29095178e-02  1.29095178e-02 -5.92863811e+00  1.29095178e-02  3.58131980e+00 
 1.29735178e-02  1.29735178e-02  1.29735178e-02 -5.90465398e+00  1.29735178e-02  3.56987755e+00 
 1.30375178e-02  1.30375178e-02  1.30375178e-02 -5.87723272e+00  1.30375178e-02  3.55847186e+00 
 1.31015178e-02  1.31015178e-02  1.31015178e-02 -5.84639030e+00  1.31015178e-02  3.54710261e+00 
 1.31655178e-02  1.31655178e-02  1.31655178e-02 -5.81214467e+00  1.31655178e-02  3.53576969e+00 
 1.32295178e-02  1.32295178e-02  1.32295178e-02 -5.77451576e+00  1.32295178e-02  3.52447297e+00 
 1.32935178e-02  1.32935178e-02  1.32935178e-02 -5.73352548e+00  1.32935178e-02  3.51321235e+00 
 1.33575178e-02  1.33575178e-02  1.33575178e-02 -5.68919768e+00  1.33575178e-02  3.50198771e+00 
 1.34215178e-02  1.34215178e-02  1.34215178e-02 -5.64155818e+00  1.34215178e-02  3.49079892e+00 
 1.34855178e-02  1.34855178e-02  1.34855178e-02 -5.59063470e+00  1.34855178e-02  3.47964589e+00 
 1.35495178e-02  1.35495178e-02  1.35495178e-02 -5.53645688e+00  1.35495178e-02  3.46852849e+00 
 1.36135178e-02  1.36135178e-02  1.36135178e-02 -5.47905627e+00  1.36135178e-02  3.45744660e+00 
 1.36775178e-02  1.36775178e-02  1.36775178e-02 -5.41846627e+00  1.36775178e-02  3.44640013e+00 
 1.37415178e-02  1.37415178e-02  1.37415178e-02 -5.35472216e+00  1.37415178e-02  3.43538895e+00 
 1.38055178e-02  1.38055178e-02  1.38055178e-02 -5.28786104e+00  1.38055178e-02  3.42441294e+00 
 1.38695178e-02  1.38695178e-02  1.38695178e-02 -5.21792183e+00  1.38695178e-02  3.41347201e+00 
 1.39335178e-02  1.39335178e-02  1.39335178e-02 -5.14494524e+00  1.39335178e-02  3.40256603e+00 
 1.39975178e-02  1.39975178e-02  1.39975178e-02 -5.06897376e+00  1.39975178e-02  3.39169490e+00 
 1.40615178e-02  1.40615178e-02  1.40615178e-02 -4.99005160e+00  1.40615178e-02  3.38085850e+00 
 1.41255178e-02  1.41255178e-02  1.41255178e-02 -4.90822471e+00  1.41255178e-02  3.37005672e+00 
 1.41895178e-02  1.41895178e-02  1.41895178e-02 -4.82354072e+00  1.41895178e-02  3.35928945e+00 
 1.42535178e-02  1.42535178e-02  1.42535178e-02 -4.73604892e+00  1.42535178e-02  3.34855658e+00 
 1.43175178e-02  1.43175178e-02  1.43175178e-02 -4.64580025e+00  1.43175178e-02  3.33785801e+00 
 1.43815178e-02  1.43815178e-02  1.43815178e-02 -4.55284723e+00  1.43815178e-02  3.32719361e+00 
 1.44455178e-02  1.44455178e-02  1.44455178e-02 -4.45724398e+00  1.44455178e-02  3.31656329e+00 
 1.45095178e-02  1.45095178e-02  1.45095178e-02 -4.35904615e+00  1.45095178e-02  3.30596694e+00 
 1.45735178e-02  1.45735178e-02  1.45735178e-02 -4.25831090e+00  1.45735178e-02  3.29540443e+00 
 1.46375178e-02  1.46375178e-02  1.46375178e-02 -4.15509686e+00  1.46375178e-02  3.28487568e+00 
 1.47015178e-02  1.47015178e-02  1.47015178e-02 -4.04946412e+00  1.47015178e-02  3.27438056e+00 
 1.47655178e-02  1.47655178e-02  1.47655178e-02 -3.94147417e+00  1.47655178e-02  3.26391898e+00 
 1.48295178e-02  1.48295178e-02  1.48295178e-02 -3.83118987e+00  1.48295178e-02  3.25349082e+00 
 1.48935178e-02  1.48935178e-02  1.48935178e-02 -3.71867542e+00  1.48935178e-02  3.24309598e+00 
 1.49575178e-02  1.49575178e-02  1.49575178e-02 -3.60399630e+00  1.49575178e-02  3.23273435e+00 
 1.50215178e-02  1.50215178e-02  1.50215178e-02 -3.48721929e+00  1.50215178e-02  3.22240582e+00 
 1.50855178e-02  1.50855178e-02  1.50855178e-02 -3.36841235e+00  1.50855178e-02  3.21211029e+00 
 1.51495178e-02  1.51495178e-02  1.51495178e-02 -3.24764463e+00  1.51495178e-02  3.20184766e+00 
 1.52135178e-02  1.52135178e-02  1.52135178e-02 -3.12498645e+00  1.52135178e-02  3.19161782e+00 
 1.52775178e-02  1.52775178e-02  1.52775178e-02 -3.00050920e+00  1.52775178e-02  3.18142066e+00 
 1.53415178e-02  1.53415178e-02  1.53415178e-02 -2.87428534e+00  1.53415178e-02  3.17125608e+00 
 1.54055178e-02  1.54055178e-02  1.54055178e-02 -2.74638835e+00  1.54055178e-02  3.16112398e+00 
 1.54695178e-02  1.54695178e-02  1.54695178e-02 -2.61689267e+00  1.54695178e-02  3.15102424e+00 
 1.55335178e-02  1.55335178e-02  1.55335178e-02 -2.48587368e+00  1.55335178e-02  3.14095678e+00 
 1.55975178e-02  1.55975178e-02  1.55975178e-02 -2.35340765e+00  1.55975178e-02  3.13092148e+00 
 1.56615178e-02  1.56615178e-02  1.56615178e-02 -2.21957170e+00  1.56615178e-02  3.12091825e+00 
 1.57255178e-02  1.57255178e-02  1.57255178e-02 -2.08444372e+00  1.57255178e-02  3.11094697e+00 
 1.57895178e-02  1.57895178e-02  1.57895178e-02 -1.94810238e+00  1.57895178e-02  3.10100756e+00 
 1.58535178e-02  1.58535178e-02  1.58535178e-02 -1.81062703e+00  1.58535178e-02  3.09109990e+00 
 1.59175178e-02  1.59175178e-02  1.59175178e-02 -1.67209772e+00  1.59175178e-02  3.08122389e+00 
 1.59815178e-02  1.59815178e-02  1.59815178e-02 -1.53259506e+00  1.59815178e-02  3.07137944e+00 
 1.60455178e-02  1.60455178e-02  1.60455178e-02 -1.39220028e+00  1.60455178e-02  3.06156644e+00 
 1.61095178e-02  1.61095178e-02  1.61095178e-02 -1.25099509e+00  1.61095178e-02  3.05178479e+00 
 1.61735178e-02  1.61735178e-02  1.61735178e-02 -1.10906169e+00  1.61735178e-02  3.04203440e+00 
 1.62375178e-02  1.62375178e-02  1.62375178e-02 -9.66482697e-01  1.62375178e-02  3.03231516e+00 
 1.63015178e-02  1.63015178e-02  1.63015178e-02 -8.23341112e-01  1.63015178e-02  3.02262697e+00 
 1.63655178e-02  1.63655178e-02  1.63655178e-02 -6.79720257e-01  1.63655178e-02  3.01296974e+00 
 1.64295178e-02  1.64295178e-02  1.64295178e-02 -5.35703733e-01  1.64295178e-02  3.00334336e+00 
 1.64935178e-02  1.64935178e-02  1.64935178e-02 -3.91375374e-01  1.64935178e-02  2.99374773e+00 
 1.65575178e-02  1.65575178e-02  1.65575178e-02 -2.46819193e-01  1.65575178e-02  2.98418277e+00 
 1.66215178e-02  1.66215178e-02  1.66215178e-02 -1.02119337e-01  1.66215178e-02  2.97464836e+00 
 1.66855178e-02  1.66855178e-02  1.66855178e-02  4.26399622e-02  1.66855178e-02  2.96514442e+00 
 1.67495178e-02  1.67495178e-02  1.67495178e-02  1.87374441e-01  1.67495178e-02  2.95567085e+00 
 1.68135178e-02  1.68135178e-02  1.68135178e-02  3.31999848e-01  1.68135178e-02  2.94622754e+00 
 1.68775178e-02  1.68775178e-02  1.68775178e-02  4.76431997e-01  1.68775178e-02  2.93681440e+00 
 1.69415178e-02  1.69415178e-02  1.69415178e-02  6.20586812e-01  1.69415178e-02  2.92743134e+00 
 1.70055178e-02  1.70055178e-02  1.70055178e-02  7.64380380e-01  1.70055178e-02  2.91807826e+00 
 1.70695178e-02  1.70695178e-02  1.70695178e-02  9.07729000e-01  1.70695178e-02  2.90875507e+00 
 1.71335178e-02  1.71335178e-02  1.71335178e-02  1.05054923e+00  1.71335178e-02  2.89946166e+00 
 1.71975178e-02  1.71975178e-02  1.71975178e-02  1.19275792e+00  1.71975178e-02  2.89019794e+00 
 1.72615178e-02  1.72615178e-02  1.72615178e-02  1.33427231e+00  1.72615178e-02  2.88096383e+00 
 1.73255178e-02  1.73255178e-02  1.73255178e-02  1.47501001e+00  1.73255178e-02  2.87175921e+00 
 1.73895178e-02  1.73895178e-02  1.73895178e-02  1.61488910e+00  1.73895178e-02  2.86258401e+00 
 1.74535178e-02  1.74535178e-02  1.74535178e-02  1.75382815e+00  1.74535178e-02  2.85343813e+00 
 1.75175178e-02  1.75175178e-02  1.75175178e-02  1.89174630e+00  1.75175178e-02  2.84432146e+00 
 1.75815178e-02  1.75815178e-02  1.75815178e-02  2.02856325e+00  1.75815178e-02  2.83523393e+00 
 1.76455178e-02  1.76455178e-02  1.76455178e-02  2.16419936e+00  1.76455178e-02  2.82617544e+00 
 1.77095178e-02  1.77095178e-02  1.77095178e-02  2.29857568e+00  1.77095178e-02  2.81714589e+00 
 1.77735178e-02  1.77735178e-02  1.77735178e-02  2.43161399e+00  1.77735178e-02  2.80814520e+00 
 1.78375178e-02  1.78375178e-02  1.78375178e-02  2.56323685e+00  1.78375178e-02  2.79917327e+00 
 1.79015178e-02  1.79015178e-02  1.79015178e-02  2.69336763e+00  1.79015178e-02  2.79023004e+00 
 1.79655178e-02  1.79655178e-02  1.79655178e-02  2.82193059e+00  1.79655178e-02  2.78131576e+00 
 1.80295178e-02  1.80295178e-02  1.80295178e-02  2.94885090e+00  1.80295178e-02  2.77243508e+00 
 1.80935178e-02  1.80935178e-02  1.80935178e-02  3.07405466e+00  1.80935178e-02  2.76365099e+00 
 1.81575178e-02  1.81575178e-02  1.81575178e-02  3.19746900e+00  1.81575178e-02  2.75575754e+00 
 1.82215178e-02  1.82215178e-02  1.82215178e-02  3.31902208e+00  1.82215178e-02  2.75673040e+00 
 1.82855178e-02  1.82855178e-02  1.82855178e-02  3.43864314e+00  1.82855178e-02  2.79746457e+00 
 1.83495178e-02  1.83495178e-02  1.83495178e-02  3.55626255e+00  1.83495178e-02  2.89212540e+00 
 1.84135178e-02  1.84135178e-02  1.84135178e-02  3.67181185e+00  1.84135178e-02  3.00816298e+00 
 1.84775178e-02  1.84775178e-02  1.84775178e-02  3.78522376e+00  1.84775178e-02  3.12235505e+00 
 1.85415178e-02  1.85415178e-02  1.85415178e-02  3.89643228e+00  1.85415178e-02  3.23439558e+00 
 1.86055178e-02  1.86055178e-02  1.86055178e-02  4.00537267e+00  1.86055178e-02  3.34416364e+00 
 1.86695178e-02  1.86695178e-02  1.86695178e-02  4.11198151e+00  1.86695178e-02  3.45164779e+00 
 1.87335178e-02  1.87335178e-02  1.87335178e-02  4.21619674e+00  1.87335178e-02  3.55678336e+00 
 1.87975178e-02  1.87975178e-02  1.87975178e-02  4.31795771e+00  1.87975178e-02  3.65951149e+00 
 1.88615178e-02  1.88615178e-02  1.88615178e-02  4.41720518e+00  1.88615178e-02  3.75977457e+00 
 1.89255178e-02  1.89255178e-02  1.89255178e-02  4.51388137e+00  1.89255178e-02  3.85751663e+00 
