x1 time x2 v(/vin) x3 v(/vout)
Step Information:
 2.48129029e-02  2.48129029e-02  2.48129029e-02  4.22852837e-01  2.48129029e-02  2.80789181e+00 
 2.48769029e-02  2.48769029e-02  2.48769029e-02  2.78339140e-01  2.48769029e-02  2.77217896e+00 
 2.49409029e-02  2.49409029e-02  2.49409029e-02  1.33663422e-01  2.49409029e-02  2.73692034e+00 
 2.50049029e-02  2.50049029e-02  2.50049029e-02 -1.10901035e-02  2.50049029e-02  2.70211015e+00 
 2.50689029e-02  2.50689029e-02  2.50689029e-02 -1.55837173e-01  2.50689029e-02  2.66774270e+00 
 2.51329029e-02  2.51329029e-02  2.51329029e-02 -3.00493529e-01  2.51329029e-02  2.63381236e+00 
 2.51969029e-02  2.51969029e-02  2.51969029e-02 -4.44974966e-01  2.51969029e-02  2.60031357e+00 
 2.52609029e-02  2.52609029e-02  2.52609029e-02 -5.89197381e-01  2.52609029e-02  2.56724083e+00 
 2.53249029e-02  2.53249029e-02  2.53249029e-02 -7.33076822e-01  2.53249029e-02  2.53458874e+00 
 2.53889029e-02  2.53889029e-02  2.53889029e-02 -8.76529535e-01  2.53889029e-02  2.50235193e+00 
 2.54529029e-02  2.54529029e-02  2.54529029e-02 -1.01947202e+00  2.54529029e-02  2.47052513e+00 
 2.55169029e-02  2.55169029e-02  2.55169029e-02 -1.16182106e+00  2.55169029e-02  2.43910312e+00 
 2.55809029e-02  2.55809029e-02  2.55809029e-02 -1.30349380e+00  2.55809029e-02  2.40808076e+00 
 2.56449029e-02  2.56449029e-02  2.56449029e-02 -1.44440777e+00  2.56449029e-02  2.37745296e+00 
 2.57089029e-02  2.57089029e-02  2.57089029e-02 -1.58448094e+00  2.57089029e-02  2.34721471e+00 
 2.57729029e-02  2.57729029e-02  2.57729029e-02 -1.72363178e+00  2.57729029e-02  2.31736104e+00 
 2.58369029e-02  2.58369029e-02  2.58369029e-02 -1.86177929e+00  2.58369029e-02  2.28788707e+00 
 2.59009029e-02  2.59009029e-02  2.59009029e-02 -1.99884304e+00  2.59009029e-02  2.25878797e+00 
 2.59649029e-02  2.59649029e-02  2.59649029e-02 -2.13474326e+00  2.59649029e-02  2.23005897e+00 
 2.60289029e-02  2.60289029e-02  2.60289029e-02 -2.26940084e+00  2.60289029e-02  2.20169536e+00 
 2.60929029e-02  2.60929029e-02  2.60929029e-02 -2.40273738e+00  2.60929029e-02  2.17369250e+00 
 2.61569029e-02  2.61569029e-02  2.61569029e-02 -2.53467528e+00  2.61569029e-02  2.14604580e+00 
 2.62209029e-02  2.62209029e-02  2.62209029e-02 -2.66513774e+00  2.62209029e-02  2.11875072e+00 
 2.62849029e-02  2.62849029e-02  2.62849029e-02 -2.79404881e+00  2.62849029e-02  2.09180280e+00 
 2.63489029e-02  2.63489029e-02  2.63489029e-02 -2.92133344e+00  2.63489029e-02  2.06519762e+00 
 2.64129029e-02  2.64129029e-02  2.64129029e-02 -3.04691756e+00  2.64129029e-02  2.03893083e+00 
 2.64769029e-02  2.64769029e-02  2.64769029e-02 -3.17072805e+00  2.64769029e-02  2.01299811e+00 
 2.65409029e-02  2.65409029e-02  2.65409029e-02 -3.29269284e+00  2.65409029e-02  1.98739522e+00 
 2.66049029e-02  2.66049029e-02  2.66049029e-02 -3.41274094e+00  2.66049029e-02  1.96211796e+00 
 2.66689029e-02  2.66689029e-02  2.66689029e-02 -3.53080247e+00  2.66689029e-02  1.93716219e+00 
 2.67329029e-02  2.67329029e-02  2.67329029e-02 -3.64680870e+00  2.67329029e-02  1.91252383e+00 
 2.67969029e-02  2.67969029e-02  2.67969029e-02 -3.76069211e+00  2.67969029e-02  1.88819884e+00 
 2.68609029e-02  2.68609029e-02  2.68609029e-02 -3.87238640e+00  2.68609029e-02  1.86418322e+00 
 2.69249029e-02  2.69249029e-02  2.69249029e-02 -3.98182656e+00  2.69249029e-02  1.84047305e+00 
 2.69889029e-02  2.69889029e-02  2.69889029e-02 -4.08894888e+00  2.69889029e-02  1.81706445e+00 
 2.70529029e-02  2.70529029e-02  2.70529029e-02 -4.19369100e+00  2.70529029e-02  1.79395356e+00 
 2.71169029e-02  2.71169029e-02  2.71169029e-02 -4.29599195e+00  2.71169029e-02  1.77113662e+00 
 2.71809029e-02  2.71809029e-02  2.71809029e-02 -4.39579219e+00  2.71809029e-02  1.74860988e+00 
 2.72449029e-02  2.72449029e-02  2.72449029e-02 -4.49303361e+00  2.72449029e-02  1.72636965e+00 
 2.73089029e-02  2.73089029e-02  2.73089029e-02 -4.58765962e+00  2.73089029e-02  1.70441228e+00 
 2.73729029e-02  2.73729029e-02  2.73729029e-02 -4.67961513e+00  2.73729029e-02  1.68273418e+00 
 2.74369029e-02  2.74369029e-02  2.74369029e-02 -4.76884662e+00  2.74369029e-02  1.66133179e+00 
 2.75009029e-02  2.75009029e-02  2.75009029e-02 -4.85530213e+00  2.75009029e-02  1.64020162e+00 
 2.75649029e-02  2.75649029e-02  2.75649029e-02 -4.93893135e+00  2.75649029e-02  1.61934019e+00 
 2.76289029e-02  2.76289029e-02  2.76289029e-02 -5.01968560e+00  2.76289029e-02  1.59874409e+00 
 2.76929029e-02  2.76929029e-02  2.76929029e-02 -5.09751787e+00  2.76929029e-02  1.57840995e+00 
 2.77569029e-02  2.77569029e-02  2.77569029e-02 -5.17238284e+00  2.77569029e-02  1.55833443e+00 
 2.78209029e-02  2.78209029e-02  2.78209029e-02 -5.24423695e+00  2.78209029e-02  1.53851424e+00 
 2.78849029e-02  2.78849029e-02  2.78849029e-02 -5.31303836e+00  2.78849029e-02  1.51894614e+00 
 2.79489029e-02  2.79489029e-02  2.79489029e-02 -5.37874702e+00  2.79489029e-02  1.49962692e+00 
 2.80129029e-02  2.80129029e-02  2.80129029e-02 -5.44132470e+00  2.80129029e-02  1.48055341e+00 
 2.80769029e-02  2.80769029e-02  2.80769029e-02 -5.50073495e+00  2.80769029e-02  1.46172249e+00 
 2.81409029e-02  2.81409029e-02  2.81409029e-02 -5.55694320e+00  2.81409029e-02  1.44313108e+00 
 2.82049029e-02  2.82049029e-02  2.82049029e-02 -5.60991672e+00  2.82049029e-02  1.42477612e+00 
 2.82689029e-02  2.82689029e-02  2.82689029e-02 -5.65962469e+00  2.82689029e-02  1.40665461e+00 
 2.83329029e-02  2.83329029e-02  2.83329029e-02 -5.70603816e+00  2.83329029e-02  1.38876359e+00 
 2.83969029e-02  2.83969029e-02  2.83969029e-02 -5.74913012e+00  2.83969029e-02  1.37110011e+00 
 2.84609029e-02  2.84609029e-02  2.84609029e-02 -5.78887549e+00  2.84609029e-02  1.35366129e+00 
 2.85249029e-02  2.85249029e-02  2.85249029e-02 -5.82525112e+00  2.85249029e-02  1.33644427e+00 
 2.85889029e-02  2.85889029e-02  2.85889029e-02 -5.85823585e+00  2.85889029e-02  1.31944623e+00 
 2.86529029e-02  2.86529029e-02  2.86529029e-02 -5.88781047e+00  2.86529029e-02  1.30266437e+00 
 2.87169029e-02  2.87169029e-02  2.87169029e-02 -5.91395777e+00  2.87169029e-02  1.28609597e+00 
 2.87809029e-02  2.87809029e-02  2.87809029e-02 -5.93666252e+00  2.87809029e-02  1.26973828e+00 
 2.88449029e-02  2.88449029e-02  2.88449029e-02 -5.95591152e+00  2.88449029e-02  1.25358865e+00 
 2.89089029e-02  2.89089029e-02  2.89089029e-02 -5.97169355e+00  2.89089029e-02  1.23764442e+00 
 2.89729029e-02  2.89729029e-02  2.89729029e-02 -5.98399943e+00  2.89729029e-02  1.22190298e+00 
 2.90369029e-02  2.90369029e-02  2.90369029e-02 -5.99282200e+00  2.90369029e-02  1.20636174e+00 
 2.91009029e-02  2.91009029e-02  2.91009029e-02 -5.99815611e+00  2.91009029e-02  1.19101817e+00 
 2.91649029e-02  2.91649029e-02  2.91649029e-02 -5.99999867e+00  2.91649029e-02  1.17586976e+00 
 2.92289029e-02  2.92289029e-02  2.92289029e-02 -5.99834861e+00  2.92289029e-02  1.16091400e+00 
 2.92929029e-02  2.92929029e-02  2.92929029e-02 -5.99320687e+00  2.92929029e-02  1.14614847e+00 
 2.93569029e-02  2.93569029e-02  2.93569029e-02 -5.98457647e+00  2.93569029e-02  1.13157073e+00 
 2.94209029e-02  2.94209029e-02  2.94209029e-02 -5.97246241e+00  2.94209029e-02  1.11717841e+00 
 2.94849029e-02  2.94849029e-02  2.94849029e-02 -5.95687176e+00  2.94849029e-02  1.10296913e+00 
 2.95489029e-02  2.95489029e-02  2.95489029e-02 -5.93781358e+00  2.95489029e-02  1.08894058e+00 
 2.96129029e-02  2.96129029e-02  2.96129029e-02 -5.91529897e+00  2.96129029e-02  1.07509045e+00 
 2.96769029e-02  2.96769029e-02  2.96769029e-02 -5.88934104e+00  2.96769029e-02  1.06141648e+00 
 2.97409029e-02  2.97409029e-02  2.97409029e-02 -5.85995489e+00  2.97409029e-02  1.04791642e+00 
 2.98049029e-02  2.98049029e-02  2.98049029e-02 -5.82715764e+00  2.98049029e-02  1.03458806e+00 
 2.98689029e-02  2.98689029e-02  2.98689029e-02 -5.79096837e+00  2.98689029e-02  1.02142923e+00 
 2.99329029e-02  2.99329029e-02  2.99329029e-02 -5.75140815e+00  2.99329029e-02  1.00843776e+00 
 2.99969029e-02  2.99969029e-02  2.99969029e-02 -5.70850002e+00  2.99969029e-02  9.95611518e-01 
 3.00609029e-02  3.00609029e-02  3.00609029e-02 -5.66226893e+00  3.00609029e-02  9.82948412e-01 
 3.01249029e-02  3.01249029e-02  3.01249029e-02 -5.61274181e+00  3.01249029e-02  9.70446364e-01 
 3.01889029e-02  3.01889029e-02  3.01889029e-02 -5.55994749e+00  3.01889029e-02  9.58103326e-01 
 3.02529029e-02  3.02529029e-02  3.02529029e-02 -5.50391670e+00  3.02529029e-02  9.45917275e-01 
 3.03169029e-02  3.03169029e-02  3.03169029e-02 -5.44468205e+00  3.03169029e-02  9.33886215e-01 
 3.03809029e-02  3.03809029e-02  3.03809029e-02 -5.38227803e+00  3.03809029e-02  9.22008174e-01 
 3.04449029e-02  3.04449029e-02  3.04449029e-02 -5.31674095e+00  3.04449029e-02  9.10281206e-01 
 3.05089029e-02  3.05089029e-02  3.05089029e-02 -5.24810898e+00  3.05089029e-02  8.98703390e-01 
 3.05729029e-02  3.05729029e-02  3.05729029e-02 -5.17642206e+00  3.05729029e-02  8.87272829e-01 
 3.06369029e-02  3.06369029e-02  3.06369029e-02 -5.10172191e+00  3.06369029e-02  8.75987649e-01 
 3.07009029e-02  3.07009029e-02  3.07009029e-02 -5.02405204e+00  3.07009029e-02  8.64846002e-01 
 3.07649029e-02  3.07649029e-02  3.07649029e-02 -4.94345763e+00  3.07649029e-02  8.53846063e-01 
 3.08289029e-02  3.08289029e-02  3.08289029e-02 -4.85998562e+00  3.08289029e-02  8.42986028e-01 
 3.08929029e-02  3.08929029e-02  3.08929029e-02 -4.77368459e+00  3.08929029e-02  8.32264119e-01 
 3.09569029e-02  3.09569029e-02  3.09569029e-02 -4.68460477e+00  3.09569029e-02  8.21678579e-01 
 3.10209029e-02  3.10209029e-02  3.10209029e-02 -4.59279802e+00  3.10209029e-02  8.11227673e-01 
 3.10849029e-02  3.10849029e-02  3.10849029e-02 -4.49831778e+00  3.10849029e-02  8.00909689e-01 
 3.11489029e-02  3.11489029e-02  3.11489029e-02 -4.40121905e+00  3.11489029e-02  7.90722937e-01 
 3.12129029e-02  3.12129029e-02  3.12129029e-02 -4.30155835e+00  3.12129029e-02  7.80665747e-01 
 3.12769029e-02  3.12769029e-02  3.12769029e-02 -4.19939370e+00  3.12769029e-02  7.70736472e-01 
 3.13409029e-02  3.13409029e-02  3.13409029e-02 -4.09478455e+00  3.13409029e-02  7.60933484e-01 
 3.14049029e-02  3.14049029e-02  3.14049029e-02 -3.98779181e+00  3.14049029e-02  7.51255178e-01 
 3.14689029e-02  3.14689029e-02  3.14689029e-02 -3.87847776e+00  3.14689029e-02  7.41699968e-01 
 3.15329029e-02  3.15329029e-02  3.15329029e-02 -3.76690603e+00  3.15329029e-02  7.32266287e-01 
 3.15969029e-02  3.15969029e-02  3.15969029e-02 -3.65314157e+00  3.15969029e-02  7.22952592e-01 
 3.16609029e-02  3.16609029e-02  3.16609029e-02 -3.53725059e+00  3.16609029e-02  7.13757355e-01 
 3.17249029e-02  3.17249029e-02  3.17249029e-02 -3.41930057e+00  3.17249029e-02  7.04679069e-01 
 3.17889029e-02  3.17889029e-02  3.17889029e-02 -3.29936015e+00  3.17889029e-02  6.95716248e-01 
 3.18529029e-02  3.18529029e-02  3.18529029e-02 -3.17749916e+00  3.18529029e-02  6.86867423e-01 
 3.19169029e-02  3.19169029e-02  3.19169029e-02 -3.05378854e+00  3.19169029e-02  6.78131145e-01 
 3.19809029e-02  3.19809029e-02  3.19809029e-02 -2.92830029e+00  3.19809029e-02  6.69505980e-01 
 3.20449029e-02  3.20449029e-02  3.20449029e-02 -2.80110746e+00  3.20449029e-02  6.60990518e-01 
 3.21089029e-02  3.21089029e-02  3.21089029e-02 -2.67228409e+00  3.21089029e-02  6.52583361e-01 
 3.21729029e-02  3.21729029e-02  3.21729029e-02 -2.54190518e+00  3.21729029e-02  6.44283134e-01 
 3.22369029e-02  3.22369029e-02  3.22369029e-02 -2.41004660e+00  3.22369029e-02  6.36088475e-01 
 3.23009029e-02  3.23009029e-02  3.23009029e-02 -2.27678513e+00  3.23009029e-02  6.27998043e-01 
 3.23649029e-02  3.23649029e-02  3.23649029e-02 -2.14219834e+00  3.23649029e-02  6.20010511e-01 
 3.24289029e-02  3.24289029e-02  3.24289029e-02 -2.00636456e+00  3.24289029e-02  6.12124572e-01 
 3.24929029e-02  3.24929029e-02  3.24929029e-02 -1.86936286e+00  3.24929029e-02  6.04338932e-01 
 3.25569029e-02  3.25569029e-02  3.25569029e-02 -1.73127300e+00  3.25569029e-02  5.96652317e-01 
 3.26209029e-02  3.26209029e-02  3.26209029e-02 -1.59217536e+00  3.26209029e-02  5.89063468e-01 
 3.26849029e-02  3.26849029e-02  3.26849029e-02 -1.45215090e+00  3.26849029e-02  5.81571139e-01 
 3.27489029e-02  3.27489029e-02  3.27489029e-02 -1.31128114e+00  3.27489029e-02  5.74174106e-01 
 3.28129029e-02  3.28129029e-02  3.28129029e-02 -1.16964808e+00  3.28129029e-02  5.66871154e-01 
 3.28769029e-02  3.28769029e-02  3.28769029e-02 -1.02733416e+00  3.28769029e-02  5.59661089e-01 
 3.29409029e-02  3.29409029e-02  3.29409029e-02 -8.84422224e-01  3.29409029e-02  5.52542729e-01 
 3.30049029e-02  3.30049029e-02  3.30049029e-02 -7.40995462e-01  3.30049029e-02  5.45514908e-01 
 3.30689029e-02  3.30689029e-02  3.30689029e-02 -5.97137363e-01  3.30689029e-02  5.38576474e-01 
 3.31329029e-02  3.31329029e-02  3.31329029e-02 -4.52931667e-01  3.31329029e-02  5.31726291e-01 
 3.31969029e-02  3.31969029e-02  3.31969029e-02 -3.08462318e-01  3.31969029e-02  5.24963238e-01 
 3.32609029e-02  3.32609029e-02  3.32609029e-02 -1.63813411e-01  3.32609029e-02  5.18286206e-01 
 3.33249029e-02  3.33249029e-02  3.33249029e-02 -1.90691475e-02  3.33249029e-02  5.11694103e-01 
 3.33889029e-02  3.33889029e-02  3.33889029e-02  1.25686216e-01  3.33889029e-02  5.05185850e-01 
 3.34529029e-02  3.34529029e-02  3.34529029e-02  2.70368417e-01  3.34529029e-02  4.98760383e-01 
 3.35169029e-02  3.35169029e-02  3.35169029e-02  4.14893235e-01  3.35169029e-02  4.92416687e-01 
 3.35809029e-02  3.35809029e-02  3.35809029e-02  5.59176542e-01  3.35809029e-02  4.86154378e-01 
 3.36449029e-02  3.36449029e-02  3.36449029e-02  7.03134350e-01  3.36449029e-02  4.79984330e-01 
 3.37089029e-02  3.37089029e-02  3.37089029e-02  8.46682860e-01  3.37089029e-02  4.74118991e-01 
 3.37729029e-02  3.37729029e-02  3.37729029e-02  9.89738512e-01  3.37729029e-02  4.72063172e-01 
 3.38369029e-02  3.38369029e-02  3.38369029e-02  1.13221803e+00  3.38369029e-02  5.02359229e-01 
 3.39009029e-02  3.39009029e-02  3.39009029e-02  1.27403848e+00  3.39009029e-02  6.01743277e-01 
 3.39649029e-02  3.39649029e-02  3.39649029e-02  1.41511731e+00  3.39649029e-02  7.41867252e-01 
 3.40289029e-02  3.40289029e-02  3.40289029e-02  1.55537239e+00  3.40289029e-02  8.81885637e-01 
 3.40929029e-02  3.40929029e-02  3.40929029e-02  1.69472208e+00  3.40929029e-02  1.02091713e+00 
 3.41569029e-02  3.41569029e-02  3.41569029e-02  1.83308527e+00  3.41569029e-02  1.15901495e+00 
 3.42209029e-02  3.42209029e-02  3.42209029e-02  1.97038140e+00  3.42209029e-02  1.29607593e+00 
 3.42849029e-02  3.42849029e-02  3.42849029e-02  2.10653057e+00  3.42849029e-02  1.43202383e+00 
 3.43489029e-02  3.43489029e-02  3.43489029e-02  2.24145352e+00  3.43489029e-02  1.56677840e+00 
 3.44129029e-02  3.44129029e-02  3.44129029e-02  2.37507171e+00  3.44129029e-02  1.70026100e+00 
 3.44769029e-02  3.44769029e-02  3.44769029e-02  2.50730736e+00  3.44769029e-02  1.83239364e+00 
 3.45409029e-02  3.45409029e-02  3.45409029e-02  2.63808349e+00  3.45409029e-02  1.96309921e+00 
 3.46049029e-02  3.46049029e-02  3.46049029e-02  2.76732398e+00  3.46049029e-02  2.09230147e+00 
 3.46689029e-02  3.46689029e-02  3.46689029e-02  2.89495360e+00  3.46689029e-02  2.21992513e+00 
 3.47329029e-02  3.47329029e-02  3.47329029e-02  3.02089805e+00  3.47329029e-02  2.34589586e+00 
 3.47969029e-02  3.47969029e-02  3.47969029e-02  3.14508402e+00  3.47969029e-02  2.47014036e+00 
 3.48609029e-02  3.48609029e-02  3.48609029e-02  3.26743923e+00  3.48609029e-02  2.59258640e+00 
 3.49249029e-02  3.49249029e-02  3.49249029e-02  3.38789244e+00  3.49249029e-02  2.71316284e+00 
 3.49889029e-02  3.49889029e-02  3.49889029e-02  3.50637355e+00  3.49889029e-02  2.83179970e+00 
 3.50529029e-02  3.50529029e-02  3.50529029e-02  3.62281357e+00  3.50529029e-02  2.94842818e+00 
 3.51169029e-02  3.51169029e-02  3.51169029e-02  3.73714475e+00  3.51169029e-02  3.06298070e+00 
 3.51809029e-02  3.51809029e-02  3.51809029e-02  3.84930051e+00  3.51809029e-02  3.17539099e+00 
 3.52449029e-02  3.52449029e-02  3.52449029e-02  3.95921557e+00  3.52449029e-02  3.28559403e+00 
 3.53089029e-02  3.53089029e-02  3.53089029e-02  4.06682596e+00  3.53089029e-02  3.39352619e+00 
 3.53729029e-02  3.53729029e-02  3.53729029e-02  4.17206903e+00  3.53729029e-02  3.49912521e+00 
 3.54369029e-02  3.54369029e-02  3.54369029e-02  4.27488352e+00  3.54369029e-02  3.60233029e+00 
 3.55009029e-02  3.55009029e-02  3.55009029e-02  4.37520958e+00  3.55009029e-02  3.70308204e+00 
 3.55649029e-02  3.55649029e-02  3.55649029e-02  4.47298881e+00  3.55649029e-02  3.80132262e+00 
 3.56289029e-02  3.56289029e-02  3.56289029e-02  4.56816429e+00  3.56289029e-02  3.89699569e+00 
 3.56929029e-02  3.56929029e-02  3.56929029e-02  4.66068062e+00  3.56929029e-02  3.99004652e+00 
 3.57569029e-02  3.57569029e-02  3.57569029e-02  4.75048394e+00  3.57569029e-02  4.08042195e+00 
 3.58209029e-02  3.58209029e-02  3.58209029e-02  4.83752199e+00  3.58209029e-02  4.16807051e+00 
 3.58849029e-02  3.58849029e-02  3.58849029e-02  4.92174409e+00  3.58849029e-02  4.25294239e+00 
 3.59489029e-02  3.59489029e-02  3.59489029e-02  5.00310123e+00  3.59489029e-02  4.33498948e+00 
 3.60129029e-02  3.60129029e-02  3.60129029e-02  5.08154603e+00  3.60129029e-02  4.41416545e+00 
 3.60769029e-02  3.60769029e-02  3.60769029e-02  5.15703284e+00  3.60769029e-02  4.49042574e+00 
 3.61409029e-02  3.61409029e-02  3.61409029e-02  5.22951772e+00  3.61409029e-02  4.56372760e+00 
 3.62049029e-02  3.62049029e-02  3.62049029e-02  5.29895847e+00  3.62049029e-02  4.63403016e+00 
 3.62689029e-02  3.62689029e-02  3.62689029e-02  5.36531467e+00  3.62689029e-02  4.70129440e+00 
 3.63329029e-02  3.63329029e-02  3.63329029e-02  5.42854770e+00  3.63329029e-02  4.76548324e+00 
 3.63969029e-02  3.63969029e-02  3.63969029e-02  5.48862075e+00  3.63969029e-02  4.82656155e+00 
 3.64609029e-02  3.64609029e-02  3.64609029e-02  5.54549884e+00  3.64609029e-02  4.88449619e+00 
 3.65249029e-02  3.65249029e-02  3.65249029e-02  5.59914887e+00  3.65249029e-02  4.93925604e+00 
 3.65889029e-02  3.65889029e-02  3.65889029e-02  5.64953961e+00  3.65889029e-02  4.99081204e+00 
 3.66529029e-02  3.66529029e-02  3.66529029e-02  5.69664173e+00  3.66529029e-02  5.03913724e+00 
 3.67169029e-02  3.67169029e-02  3.67169029e-02  5.74042780e+00  3.67169029e-02  5.08420681e+00 
 3.67809029e-02  3.67809029e-02  3.67809029e-02  5.78087235e+00  3.67809029e-02  5.12599810e+00 
 3.68449029e-02  3.68449029e-02  3.68449029e-02  5.81795182e+00  3.68449029e-02  5.16449070e+00 
 3.69089029e-02  3.69089029e-02  3.69089029e-02  5.85164464e+00  3.69089029e-02  5.19966644e+00 
 3.69729029e-02  3.69729029e-02  3.69729029e-02  5.88193118e+00  3.69729029e-02  5.23150950e+00 
 3.70369029e-02  3.70369029e-02  3.70369029e-02  5.90879383e+00  3.70369029e-02  5.26000642e+00 
 3.71009029e-02  3.71009029e-02  3.71009029e-02  5.93221693e+00  3.71009029e-02  5.28514618e+00 
 3.71649029e-02  3.71649029e-02  3.71649029e-02  5.95218687e+00  3.71649029e-02  5.30692028e+00 
 3.72289029e-02  3.72289029e-02  3.72289029e-02  5.96869201e+00  3.72289029e-02  5.32532279e+00 
 3.72929029e-02  3.72929029e-02  3.72929029e-02  5.98172275e+00  3.72929029e-02  5.34035047e+00 
 3.73569029e-02  3.73569029e-02  3.73569029e-02  5.99127150e+00  3.73569029e-02  5.35200286e+00 
 3.74209029e-02  3.74209029e-02  3.74209029e-02  5.99733270e+00  3.74209029e-02  5.36028241e+00 
 3.74849029e-02  3.74849029e-02  3.74849029e-02  5.99990282e+00  3.74849029e-02  5.36519461e+00 
 3.75489029e-02  3.75489029e-02  3.75489029e-02  5.99898037e+00  3.75489029e-02  5.36674824e+00 
 3.76129029e-02  3.76129029e-02  3.76129029e-02  5.99456589e+00  3.76129029e-02  5.36495531e+00 
 3.76769029e-02  3.76769029e-02  3.76769029e-02  5.98666195e+00  3.76769029e-02  5.35983159e+00 
 3.77409029e-02  3.77409029e-02  3.77409029e-02  5.97527314e+00  3.77409029e-02  5.35139693e+00 
 3.78049029e-02  3.78049029e-02  3.78049029e-02  5.96040609e+00  3.78049029e-02  5.33967536e+00 
 3.78689029e-02  3.78689029e-02  3.78689029e-02  5.94206946e+00  3.78689029e-02  5.32469565e+00 
 3.79329029e-02  3.79329029e-02  3.79329029e-02  5.92027393e+00  3.79329029e-02  5.30649186e+00 
 3.79969029e-02  3.79969029e-02  3.79969029e-02  5.89503218e+00  3.79969029e-02  5.28510394e+00 
 3.80609029e-02  3.80609029e-02  3.80609029e-02  5.86635890e+00  3.80609029e-02  5.26057861e+00 
 3.81249029e-02  3.81249029e-02  3.81249029e-02  5.83427079e+00  3.81249029e-02  5.23297025e+00 
 3.81889029e-02  3.81889029e-02  3.81889029e-02  5.79878652e+00  3.81889029e-02  5.20234218e+00 
 3.82529029e-02  3.82529029e-02  3.82529029e-02  5.75992675e+00  3.82529029e-02  5.16876814e+00 
 3.83169029e-02  3.83169029e-02  3.83169029e-02  5.71771410e+00  3.83169029e-02  5.13233407e+00 
 3.83809029e-02  3.83809029e-02  3.83809029e-02  5.67217314e+00  3.83809029e-02  5.09314095e+00 
 3.84449029e-02  3.84449029e-02  3.84449029e-02  5.62333038e+00  3.84449029e-02  5.05130603e+00 
 3.85089029e-02  3.85089029e-02  3.85089029e-02  5.57121425e+00  3.85089029e-02  5.00696593e+00 
 3.85729029e-02  3.85729029e-02  3.85729029e-02  5.51585510e+00  3.85729029e-02  4.96028108e+00 
 3.86369029e-02  3.86369029e-02  3.86369029e-02  5.45728514e+00  3.86369029e-02  4.91143801e+00 
 3.87009029e-02  3.87009029e-02  3.87009029e-02  5.39553847e+00  3.87009029e-02  4.86065188e+00 
 3.87649029e-02  3.87649029e-02  3.87649029e-02  5.33065102e+00  3.87649029e-02  4.80816771e+00 
 3.88289029e-02  3.88289029e-02  3.88289029e-02  5.26266059e+00  3.88289029e-02  4.75425904e+00 
 3.88929029e-02  3.88929029e-02  3.88929029e-02  5.19160673e+00  3.88929029e-02  4.69922301e+00 
 3.89569029e-02  3.89569029e-02  3.89569029e-02  5.11753081e+00  3.89569029e-02  4.64337080e+00 
 3.90209029e-02  3.90209029e-02  3.90209029e-02  5.04047596e+00  3.90209029e-02  4.58701361e+00 
 3.90849029e-02  3.90849029e-02  3.90849029e-02  4.96048702e+00  3.90849029e-02  4.53044570e+00 
 3.91489029e-02  3.91489029e-02  3.91489029e-02  4.87761056e+00  3.91489029e-02  4.47392760e+00 
 3.92129029e-02  3.92129029e-02  3.92129029e-02  4.79189481e+00  3.92129029e-02  4.41767345e+00 
 3.92769029e-02  3.92769029e-02  3.92769029e-02  4.70338969e+00  3.92769029e-02  4.36184529e+00 
 3.93409029e-02  3.93409029e-02  3.93409029e-02  4.61214669e+00  3.93409029e-02  4.30655507e+00 
 3.94049029e-02  3.94049029e-02  3.94049029e-02  4.51821895e+00  3.94049029e-02  4.25187261e+00 
 3.94689029e-02  3.94689029e-02  3.94689029e-02  4.42166113e+00  3.94689029e-02  4.19783626e+00 
 3.95329029e-02  3.95329029e-02  3.95329029e-02  4.32252944e+00  3.95329029e-02  4.14446334e+00 
 3.95969029e-02  3.95969029e-02  3.95969029e-02  4.22088158e+00  3.95969029e-02  4.09175851e+00 
 3.96609029e-02  3.96609029e-02  3.96609029e-02  4.11677673e+00  3.96609029e-02  4.03971947e+00 
 3.97249029e-02  3.97249029e-02  3.97249029e-02  4.01027548e+00  3.97249029e-02  3.98834051e+00 
 3.97889029e-02  3.97889029e-02  3.97889029e-02  3.90143984e+00  3.97889029e-02  3.93761434e+00 
 3.98529029e-02  3.98529029e-02  3.98529029e-02  3.79033315e+00  3.98529029e-02  3.88753311e+00 
 3.99169029e-02  3.99169029e-02  3.99169029e-02  3.67702008e+00  3.99169029e-02  3.83808876e+00 
 3.99809029e-02  3.99809029e-02  3.99809029e-02  3.56156661e+00  3.99809029e-02  3.78927326e+00 
 4.00449029e-02  4.00449029e-02  4.00449029e-02  3.44403993e+00  4.00449029e-02  3.74107861e+00 
 4.01089029e-02  4.01089029e-02  4.01089029e-02  3.32450846e+00  4.01089029e-02  3.69349693e+00 
 4.01729029e-02  4.01729029e-02  4.01729029e-02  3.20304177e+00  4.01729029e-02  3.64652042e+00 
 4.02369029e-02  4.02369029e-02  4.02369029e-02  3.07971058e+00  4.02369029e-02  3.60014139e+00 
 4.03009029e-02  4.03009029e-02  4.03009029e-02  2.95458668e+00  4.03009029e-02  3.55435223e+00 
 4.03649029e-02  4.03649029e-02  4.03649029e-02  2.82774290e+00  4.03649029e-02  3.50914544e+00 
 4.04289029e-02  4.04289029e-02  4.04289029e-02  2.69925308e+00  4.04289029e-02  3.46451363e+00 
 4.04929029e-02  4.04929029e-02  4.04929029e-02  2.56919200e+00  4.04929029e-02  3.42044946e+00 
 4.05569029e-02  4.05569029e-02  4.05569029e-02  2.43763539e+00  4.05569029e-02  3.37694574e+00 
